PermitNum,AppliedDate,PermitType,PermitTypeMapped,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,Description
BP2005-01778,2005/02/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-01751,2005/02/15,Demolition,Demolition,1499 - Tfy Accessory Building,Two Family,Residential,Demolition,
BP2005-01906,2005/02/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-01930,2005/02/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-01944,2005/02/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-01961,2005/02/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-01974,2005/02/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-01985,2005/02/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02043,2005/02/23,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02132,2005/02/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02120,2005/02/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02110,2005/02/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02186,2005/02/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02179,2005/02/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02212,2005/02/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02174,2005/02/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02237,2005/02/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02280,2005/02/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02262,2005/02/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02290,2005/02/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02294,2005/02/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02289,2005/02/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02293,2005/02/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02329,2005/03/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02340,2005/03/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02403,2005/03/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02401,2005/03/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02447,2005/03/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02444,2005/03/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02478,2005/03/03,Demolition,Demolition,3402 - Office,Commercial,Non-Residential,Demolition,
BP2005-02531,2005/03/04,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02532,2005/03/04,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02551,2005/03/04,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02542,2005/03/04,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02605,2005/03/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02688,2005/03/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02653,2005/03/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02670,2005/03/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02706,2005/03/09,Demolition,Demolition,3303 - Gas Bar,Commercial,Non-Residential,Demolition,
BP2005-02831,2005/03/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02795,2005/03/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02846,2005/03/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02839,2005/03/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02865,2005/03/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02957,2005/03/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02981,2005/03/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02940,2005/03/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02978,2005/03/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02941,2005/03/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-03054,2005/03/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-03014,2005/03/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-02997,2005/03/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-03123,2005/03/16,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-03094,2005/03/16,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-03058,2005/03/16,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-03187,2005/03/17,Demolition,Demolition,3204 - Warehouse/Office,Commercial,Non-Residential,Demolition,
BP2005-03198,2005/03/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-03257,2005/03/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-03310,2005/03/21,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-03306,2005/03/21,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-03385,2005/03/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-03529,2005/03/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-03550,2005/03/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-03519,2005/03/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-03554,2005/03/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-03613,2005/03/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-03604,2005/03/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-03660,2005/03/29,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-03668,2005/03/29,Demolition,Demolition,3303 - Gas Bar,Commercial,Non-Residential,Demolition,
BP2005-03750,2005/03/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-03948,2005/04/01,Demolition,Demolition,2199 - Indust/Manufacture Misc.,Industrial,Non-Residential,Demolition,
BP2005-04009,2005/04/04,Demolition,Demolition,1506 - Apt Apartment,Apartment,Residential,Demolition,
BP2005-04053,2005/04/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04024,2005/04/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04036,2005/04/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04133,2005/04/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04112,2005/04/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04131,2005/04/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04208,2005/04/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04205,2005/04/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04194,2005/04/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04207,2005/04/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04204,2005/04/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04308,2005/04/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04312,2005/04/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04300,2005/04/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04374,2005/04/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04354,2005/04/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04325,2005/04/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04339,2005/04/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04326,2005/04/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04406,2005/04/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04444,2005/04/12,Demolition,Demolition,1506 - Apt Apartment,Apartment,Residential,Demolition,
BP2005-04449,2005/04/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04430,2005/04/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04509,2005/04/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04525,2005/04/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04563,2005/04/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04566,2005/04/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04649,2005/04/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04588,2005/04/14,Demolition,Demolition,5303 - Special Care Facility,Institutional,Non-Residential,Demolition,
BP2005-04601,2005/04/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04660,2005/04/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04615,2005/04/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04860,2005/04/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04822,2005/04/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04840,2005/04/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04939,2005/04/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04950,2005/04/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04903,2005/04/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04929,2005/04/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04970,2005/04/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-04975,2005/04/20,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05092,2005/04/21,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05093,2005/04/21,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05218,2005/04/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05224,2005/04/22,Demolition,Demolition,3106 - Retail Shop,Commercial,Non-Residential,Demolition,
BP2005-05221,2005/04/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05232,2005/04/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05203,2005/04/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05219,2005/04/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05220,2005/04/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05288,2005/04/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05362,2005/04/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05295,2005/04/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05407,2005/04/26,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05416,2005/04/26,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05510,2005/04/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05508,2005/04/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05497,2005/04/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05610,2005/04/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05608,2005/04/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05750,2005/05/02,Demolition,Demolition,2199 - Indust/Manufacture Misc.,Industrial,Non-Residential,Demolition,
BP2005-05776,2005/05/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05749,2005/05/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05915,2005/05/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05844,2005/05/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06002,2005/05/04,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06013,2005/05/04,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05993,2005/05/04,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05952,2005/05/04,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-05954,2005/05/04,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06079,2005/05/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06065,2005/05/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06074,2005/05/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06084,2005/05/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06125,2005/05/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06229,2005/05/09,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06232,2005/05/09,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06267,2005/05/09,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06367,2005/05/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06302,2005/05/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06360,2005/05/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06322,2005/05/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06462,2005/05/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06443,2005/05/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06463,2005/05/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06562,2005/05/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06519,2005/05/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06544,2005/05/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06619,2005/05/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06626,2005/05/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06628,2005/05/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06629,2005/05/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06590,2005/05/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06729,2005/05/16,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06716,2005/05/16,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06802,2005/05/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06768,2005/05/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06767,2005/05/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06766,2005/05/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06798,2005/05/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06770,2005/05/17,Demolition,Demolition,1506 - Apt Apartment,Apartment,Residential,Demolition,
BP2005-06849,2005/05/18,Demolition,Demolition,9999 - Unspecified,Unspecified,Unspecified,Demolition,
BP2005-06896,2005/05/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06853,2005/05/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07011,2005/05/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-06998,2005/05/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07119,2005/05/20,Demolition,Demolition,3107 - Shopping Centre,Commercial,Non-Residential,Demolition,
BP2005-07065,2005/05/20,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07109,2005/05/20,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07214,2005/05/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07197,2005/05/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07156,2005/05/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07164,2005/05/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07178,2005/05/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07285,2005/05/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07311,2005/05/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07319,2005/05/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07284,2005/05/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07269,2005/05/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07481,2005/05/27,Demolition,Demolition,5401 - Church,Institutional,Non-Residential,Demolition,
BP2005-07485,2005/05/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07452,2005/05/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07508,2005/05/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07462,2005/05/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07628,2005/05/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07712,2005/05/31,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07696,2005/05/31,Demolition,Demolition,1499 - Tfy Accessory Building,Two Family,Residential,Demolition,
BP2005-07686,2005/05/31,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07713,2005/05/31,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07799,2005/06/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07814,2005/06/01,Demolition,Demolition,3510 - Recreation Facility,Commercial,Non-Residential,Demolition,
BP2005-07882,2005/06/02,Demolition,Demolition,5105 - Day-Care,Institutional,Non-Residential,Demolition,
BP2005-07889,2005/06/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07983,2005/06/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-07982,2005/06/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
